book_id,title,subtitle,author,synopsis,domain,themes,average_rating,language,preview_link,thumbnail,search_category,difficulty_level,source
33484,X-Force (1991) #105,X-Force (1991 - 2004),,"It's the fiery finale to the first story arc by Warren Ellis! San Francisco is now ground zero for an anti-mutant war game hatched some 40 years ago. The only people with a prayer of stopping it without massive loss of life are X-Force. But what they don't know is that not only are the people who originally planned it still here, but that they also intend to see their plot through to the bitter end! Finally, to X-Force's surprise, their current ""mentor"" Pete Wisdsom has been ""dealt"" with by their opponents.",Comics,X-Force (1991 - 2004)  Comic ,,en,,,comics,medium,Marvel/DC Comics Dataset
24378,Star Wars: Doctor Aphra (2016) #38,Star Wars: Doctor Aphra (2016 - 2019),Si Spurrier,"A ROGUE'S END PART 2: THE DARK LORD FALTERS...DOCTOR APHRA's reunion with her FATHER would've be a happy affair - if he wasn't a pompous blowhard set to take her job as the Empire's chief archaeologist. Of course, her dear old dad will have to survive Imperial Interrogation first, and which pair of charming psycho-droids do you suppose DARTH VADER has hired for the job? And what happens when the ancient stones of a long-lost Jedi Temple cast their ghostly influence upon the Dark Lord of the Sith himself...?",Comics,Star Wars: Doctor Aphra (2016 - 2019)  Comic , Rated T,en,,,comics,medium,Marvel/DC Comics Dataset
4631,Captain America: Patriot (2010) #4,Captain America: Patriot (2010),Karl Kesel,"The early 1950s: the age of McCarthyism and the Cold War. Jeff Mace finally feels comfortable as Captain America, and loves working with his new partner, Golden Girl, but he notices that they are called on only to deal with common criminals, not world threats. Can it be that the American government doesn't trust Captain America? As the world changes around him and allies become enemies, Jeff Mace learns the full responsibilities of being Captain America and the true meaning of being a patriot. Rated A $3.99",Comics,Captain America: Patriot (2010)  Comic ,,en,,,comics,medium,Marvel/DC Comics Dataset
8864,Extraordinary X-Men (2015) #12,Extraordinary X-Men (2015 - 2017),Jeff Lemire,"""APOCALYPSE WARS"" CONCLUSION! Trapped a thousand years in the future on a world ruled by the genocidal tyrant Apocalypse, the X-Men are literally mutantkind's last hope! With the fate of the next generation of mutants hanging in the balance, the X-Men square off against Apocalypse and his Horsemen one last time. But with some of their own in Apocalypse's ranks, how can the X-Men hope to win the day? In what's sure to be a battle for the ages, one thing is certain: not all of the X-Men will emerge unscathed!",Comics,Extraordinary X-Men (2015 - 2017)  Comic  Marvel Universe, Rated T+,en,,,comics,medium,Marvel/DC Comics Dataset
15626,Marvel Pets Handbook (2009) #1,Marvel Pets Handbook (2009),,"Rein yourself in for the Official Handbook of the Marvel Universe you thought you'd never see! A marvelous menagerie of mirthful mammals and more materialize! From the high-flying Falcon's pet Redwing to the ever-familiar Ebony to Speedball's cat Niels to Kitty's dragon Lockheed to Daredevil's dog Deuce to the Mole Man's monsters to Devil Dinosaur and all manner of Asgardian beasts! Cosmo says: ""Buy one for me, comrade! Is good!"" Lockjaw says: ""Woof!"" Can you say no to those puppy-dog eyes? Rated T ...$3.99",Comics,Marvel Pets Handbook (2009)  Comic ,,en,,,comics,medium,Marvel/DC Comics Dataset
3241,Black Panther (2009) #8,Black Panther (2009 - 2010),Jonathan Maberry,"""POWER,"" PART 2 It's a bloody struggle for power with the new Black Panther attacked on all fronts. Cyber-enhanced assassins are gunning for her - using technology whose origins will rock Wakanda to its foundations - and sexy new villain, Predator, is looking to make a trophy out of the her head. Meanwhile, T'Challa - no longer the Panther - embarks on a path that will take him down dark roads he's never walked before. He's gearing up for something really, really big. The question is, what? Rated T ...$2.99",Comics,Black Panther (2009 - 2010)  Comic ,,en,,,comics,medium,Marvel/DC Comics Dataset
28635,Tony Stark: Iron Man (2018) #1,Tony Stark: Iron Man (2018 - 2019),Dan Slott,"TAKE FLIGHT WITH DAN SLOTT & VALERIO SCHITI! From the cusp of tomorrow's dreams to the forefront of imagination, one man always soars on the cutting edge of adventure! You know his name. Tony Stark is Iron Man. And Iron Man…is an idea. Always changing. Always evolving. An idea without limit! Take wing with DAN SLOTT (AMAZING SPIDER-MAN) and VALERIO SCHITI (GUARDIANS OF THE GALAXY) as they propel the ultimate Self-Made Hero to new heights of inventiveness! Tony Stark is Iron Man. The future is now. Strap in!",Comics,Tony Stark: Iron Man (2018 - 2019)  Comic , Rated T+,en,,,comics,medium,Marvel/DC Comics Dataset
19310,Old Man Hawkeye (2018) #1,Old Man Hawkeye (2018),Ethan Sacks,"AN EYE FOR AN EYE Part 1. The super heroes have fallen. The country has been divided into territories controlled by super villains. Among the wastelands lives CLINT BARTON - one of the few Avengers to survive. But it's been 45 years, and he's no Avenger. Trying to eke out a living anyway he can, the former HAWKEYE is confronted with a startling discovery: the sharpshooter is going blind. With time running short, Clint realizes there's one last thing he wants to see: revenge for his fallen comrades-in-arms.",Comics,Old Man Hawkeye (2018)  Comic , Parental Advisory,en,,,comics,medium,Marvel/DC Comics Dataset
479,All-New Wolverine (2015) #11,All-New Wolverine (2015 - 2018),Tom Taylor,"CIVIL WAR II TIE-IN! DESTINY COMES KNOCKING FOR WOLVERINE! LAURA KINNEY has fought all her life to avoid a destiny she did not want. She has fought against instincts that would make her nothing more than a weapon to be used by others, instead becoming a hero...becoming WOLVERINE. But now, destiny intrudes again, this time threatening those dearest to her. And with a SUPER HERO CIVIL WAR tearing her world apart, is there any hope that Wolverine will emerge victorious? Or will she finally succumb to destiny?",Comics,All-New Wolverine (2015 - 2018)  Comic ,,en,,,comics,medium,Marvel/DC Comics Dataset
22209,She-Hulk (2005) #16,She-Hulk (2005 - 2009),Greg Horn,"PLANET WITOUT A HULK: Part 2 of 4
""When the Hulk's away... SHE-HULK SMASH!"" It's more two-fisted action as SHE-HULK, AGENT OF S.H.I.E.L.D., faces off against
Hulk-rogues around the globe! And this time she's brought some company: the one and only WOLVERINE! That's right, true believers! It's Green Genes and the Ol'Canucklehead in a tag-team like no other! So get ready for a smashin', slashin' slugfest that'll leave you cryin' for your mama, cryin' for more, and cryin' WEN-DI-GO!!!
32 PGS./Rated T+ ...$2.99",Comics,She-Hulk (2005 - 2009)  Comic  Marvel Universe, A,en,,,comics,medium,Marvel/DC Comics Dataset
417,All-New Invaders (2014) #1,All-New Invaders (2014 - 2015),James Robinson,"""GODS AND SOLDIERS"" PART ONE. Eisner Award winner James Robinson (STARMAN, EARTH 2) returns to MARVEL, uniting with Steve Pugh (ANIMAL MAN, HOTWIRE, GEN-X) to create a unique, modern day take on the INVADERS. The KREE EMPIRE intends to conquer the universe using a weapon that will grant them an army of NORSE GODS. It falls to four heroes united by their past - CAPTAIN AMERICA, NAMOR, THE ORIGINAL HUMAN TORCH and the WINTER SOLDIER - who must now face the future and wage war against the Kree to save Earth.",Comics,All-New Invaders (2014 - 2015)  Comic ,,en,,,comics,medium,Marvel/DC Comics Dataset
27444,The Unbelievable Gwenpool (2016),The Unbelievable Gwenpool (2016 - 2018),Christopher Hastings,"""Who is Gwenpool, and where did she come from?"" Ever since she made a splash in her first cover appearance, those have been the questions on everyone's lips as they lounge about, sipping from a tropical beverage! Now, get all three of the original Gwenpool backup stories from HOWARD THE DUCK #1-3 featuring Ms. Poole's first appearance and her battle alongside our favorite private duck in one convenient package! Plus: See Gwen's first Xmas in the Marvel Universe, and the guy she killed to mark the occasion!",Comics,The Unbelievable Gwenpool (2016 - 2018)  Comic ,,en,,,comics,medium,Marvel/DC Comics Dataset
19087,Nightside (2001) #4,Nightside (2001 - 2002),Robert Weinberg,"Take a walk on the Nightside! A sword, a skull, and a seemingly innocent pair of spectacles. What incredible occult secret binds together the Three Lost Treasures of Tao? Can Sydney Taine, the mysterious female detective who dwells in the netherworld of vampires and werewolves known as the Nightside, defeat the demonic princess of the Black Dragons? It's cold steel vs. sizzling black magic as two very dangerous, very ambitious women collide in a battle that will at last reveal the truth about the darkness!",Comics,Nightside (2001 - 2002)  Comic ,,en,,,comics,medium,Marvel/DC Comics Dataset
15417,Marvel Knights (2002) #2,Marvel Knights (2002),John Figueroa,"The Brothers Grace, multi-billionaire European businessmen addicted to plastic surgery, continue their campaign to build a new criminal empire in New York City! Extortion, drug-dealing and murder are the order of the day, and even the best efforts of DD and the Black Widow aren't enough to stop the mayhem in the streets! When an exhausted Punisher lets down his guard, he's captured by Mr. Tune, the evil captain of the Graces' shock troops. But in the end, it will prove to be a fatal mistake... for someone!",Comics,Marvel Knights (2002)  Comic ,,en,,,comics,medium,Marvel/DC Comics Dataset
23433,Spider-Man/Deadpool (2016) #23,Spider-Man/Deadpool (2016 - 2019),Robbie Thompson,"SPIDER-MAN VERSUS DEADPOOL Parts 1 & 2. When Spider-Man learns that Deadpool is selling SHIELD tech on the black market it's the last straw. Bromance? OVER. It's time to hunt Deadpool! The two biggest characters in comics are facing off and it's going to take them all over the Marvel Universe, no holds barred. As you can see from this cover, Deadpool's even willing to use his laser-sharks. And it will all lead to the biggest Spider-Man/Deadpool story of ALL TIME! PLUS: Includes 3 bonus MARVEL PRIMER PAGES!",Comics,Spider-Man/Deadpool (2016 - 2019)  Comic , Rated T+,en,,,comics,medium,Marvel/DC Comics Dataset
22286,Silk (2015) #15,Silk (2015 - 2017),Robbie Thompson,"THE CLONE CONSPIRACY TIE-IN! In the midst of DEAD NO MORE: THE CLONE CONSPIRACY, SILK faces off against a SPIDER-WOMAN! NEW U has given J. Jonah Jameson his life back. First, his wife Marla was brought back from the dead, and now his adopted daughter, Mattie Franklin, a.k.a. SPIDER-WOMAN, is alive again as well! It should be a time for celebration, but Cindy Moon, a.k.a. SILK, is feeling anything but festive, especially since her boss' entire family has been resurrected and is setting off her spider-sense!",Comics,Silk (2015 - 2017)  Comic ,,en,,,comics,medium,Marvel/DC Comics Dataset
23432,Spider-Man/Deadpool (2016) #24,Spider-Man/Deadpool (2016 - 2019),Robbie Thompson,"SPIDER-MAN VERSUS DEADPOOL Parts 1 & 2. When Spider-Man learns that Deadpool is selling SHIELD tech on the black market it’s the last straw. Bromance? OVER. It’s time to hunt Deadpool! The two biggest characters in comics are facing off and it’s going to take them all over the Marvel Universe, no holds barred. As you can see from this cover, Deadpool’s even willing to use his laser-sharks. And it will all lead to the biggest Spider-Man/Deadpool story of ALL TIME! PLUS: Includes 3 bonus MARVEL PRIMER PAGES!",Comics,Spider-Man/Deadpool (2016 - 2019)  Comic , Rated T+,en,,,comics,medium,Marvel/DC Comics Dataset
23472,Spider-Man/Doctor Octopus: Year One (2004) #2,Spider-Man/Doctor Octopus: Year One (2004),Zeb Wells,"Every kid thinks he's different; some are. Now, peer behind the curtain of Doctor Octopus' childhood to witness the formative years of this mad genius! Plus: When the military attempts to harness his brilliance, have they made a deal with someone they can't hope to control? Featuring the first encounter between Doctor Octopus and Peter Parker, the first appearance of Doc Ock's arms, and the true inspiration that led him to build his remarkable appendages -- which may have come from a certain wall-crawler!!",Comics,Spider-Man/Doctor Octopus: Year One (2004)  Comic  MARVEL UNIVERSE, MARVEL PSR,en,,,comics,medium,Marvel/DC Comics Dataset
19456,Original Sins (2014) #2,Original Sins (2014),,"Uncover the earth-shattering secrets behind the extended Marvel universe too big and too shocking to be contained in the main Original Sin series! Everyone has a deep, dark secret - from the Avengers to the X-Men to everyone in between. Truths hidden for years. The omniscient cosmic being known as The Watcher has borne witness to every event and every secret in the history of the Marvel Universe. But now he's dead, and the knowledge he's collected has been released. And those secrets are about to come out.",Comics,Original Sins (2014)  Comic ,,en,,,comics,medium,Marvel/DC Comics Dataset
12513,Infinity Wars (2018) #1,Infinity Wars (2018),Gerry Duggan,"As the Infinity Stones come to Earth, so too comes the war for control over them. But none who wield the stones know the truth about the power they contain…or what it would take to bring them to their END. The nature of the universe itself hangs in the balance as we learn the answer to the question on everyone’s lips since “Infinity Wars Prime”: WHO IS REQUIEM? Gerry Duggan (DEADPOOL, INFINITY COUNTDOWN) and Mike Deodato Jr. (ORIGINAL SIN, OLD MAN LOGAN) look into the Infinite and bring the truth to light!",Comics,Infinity Wars (2018)  Comic , Rated T+,en,,,comics,medium,Marvel/DC Comics Dataset
